QC-1,QC-2,QC-3,QC-4,QC-5,QC-6,QC-7,QC-8
101613,145504,95791,126816,137574,168960,109750,271569
428283,442519,384395,386958,459084,393223,481253,284070
277618,283303,288627,257191,269550,277487,261438,258553
1267972,1253444,1243887,1250841,1242762,1322686,1215691,1326375
115449,161583,140006,151189,179123,140581,169477,143484
38419,53144,156651,52601,153638,35067,47599,52054
1335248,809644,800764,764023,798145,1246145,814103,821285
573003,531481,563272,482458,563555,511164,498036,568455
24988,30123,8159,28299,26298,24820,21982,22743
112107,767293,295952,225010,495129,155187,112259,288868
86893,80149,77962,73365,77862,72504,84724,82670
296989,291609,283363,307321,337442,292496,346662,281168
490218,144032,47497,49290,46819,44349,51731,50418
31941,28913,25336,28241,24426,29579,27593,24117
53983,53306,43103,53743,47932,42667,47501,59164
31430,32217,37151,32051,32480,31593,31843,30425
64847,21361,26190,24058,19551,25324,29895,27318
520076,500404,557821,535718,285489,328890,495976,255497
145702,230478,139087,144403,149222,131320,236128,169659
235919,139442,37283,30437,39057,24608,35066,29487
72745,115645,109147,156361,149082,130984,191408,177185
429057,476201,487246,159205,257698,405301,394275,328268
737848,726772,791274,702324,692540,712831,792538,733518
6001609,385038,2387026,3933532,1392592,1997188,177875,3370610
1864658,2737475,1566930,994162,490305,516603,503039,519181
28363,40828,30964,40479,172838,77258,64060,82200
2435596,2334422,2548422,2415576,1114829,583492,628471,535675
2769977,2785454,4096763,206875,3308868,4203024,3689684,4661298
7149985,11299895,17128911,1393438,2726501,16272222,13694458,15002068
3551272,3018644,3622728,3252258,2812280,1867949,1573064,1868248
37857,38651,34578,28908,40481,27202,35736,25879
195020,116901,71196,61840,41361,42177,62417,48914
332438,377593,477114,333566,352048,379986,385232,357156
719952,907395,771307,775052,707080,766892,765805,800082
1055291,941345,592204,889022,535254,332856,594772,528162
760956,698260,888914,824831,758605,693664,724750,807990
18383335,14453913,18246732,15702684,14632831,8274377,9951321,7837250
45255,43734,41068,47588,67649,40494,38646,60695
301350,44833,36788,30034,40794,52148,40489,35167
95578,209952,47135,70345,48640,41599,44155,56969
193417,797063,239386,226665,240731,184750,237405,764059
10630469,10499310,10182561,11320056,9427008,8967083,9146965,10064402
160322,151454,135556,136836,186237,132998,115944,120416
248220,189541,228123,176199,224049,184917,194451,179938
87246,105262,182981,110049,147052,165389,159801,100464
1068539,909613,988933,939761,887942,388728,552964,742815
579386,595328,590414,603551,565025,546488,535493,575866
34474,32292,35694,35077,35735,44948,35332,34093
88157,31961,24586,29936,31804,26768,23809,22902
407043,515166,480160,400935,400334,297450,437133,359189
215180,114279,48777,176257,165334,162084,173208,147802
608556,525154,527131,556792,564475,588176,513661,545805
31580334,33129943,37561947,31002921,30272819,30876820,31427687,33548854
2677972,2072595,723913,54068,31095,102963,29427,94454
8249808,7976693,8274257,7816530,7582820,7384028,7613126,7581153
654492,588445,648654,429430,564497,583743,538687,462027
130155,127550,109529,119434,114206,116466,125060,125034
885675,761932,798546,825449,784073,712950,784737,756054
620803,580446,9650644,2844958,2532088,1078212,2981006,3867729
2010519,2155573,2457642,2361559,2292671,2229132,2370059,2399872
7578,8974,6120,5840,5956,6384,5958,5893
707571,789744,743987,739460,763829,878339,778321,904528
24725148,24914022,24875091,25644482,26070389,25456056,24931150,25249160
68118,85177,121304,60534,63022,69508,141557,139940
742202,772107,762572,729711,742644,739289,779104,774788
964834,1016693,855547,803363,864733,1039417,1144952,1199536
47685,44577,45018,41561,40557,45687,42784,37312
93359,154893,49106,58924,92515,106265,59527,63147
416120,485330,531885,607061,648673,402989,617036,512984
86814,88397,75648,79246,77230,81509,84507,62370
59624,55619,59786,55714,59796,61456,53438,48373
12511,170373,142451,11125,22958,20789,177442,36217
474328,417980,500869,476949,446056,475616,377210,486435
2408103,2596272,2481238,2643962,2649685,2648752,2646239,2770418
2590970,2459449,2446452,2646682,2245790,2189965,2648452,2219778
159214,64183,402788,286214,264395,226104,177739,282762
633967,680700,590540,621222,614116,646645,657907,713904
257587,260595,358985,235481,317126,236682,269420,509690
160170,256427,744056,652838,704939,687533,1003973,892227
300998,257916,319712,281959,312695,243045,195280,259739
423794,1328680,1389746,1436360,1144399,1258441,1126916,1070529
474643,486887,809582,660500,440282,313502,240047,262317
6496,6380,5879,6270,5762,5678,7362,5575
101962,122704,143776,138330,146837,144604,166763,119938
2951385,2992046,3186921,3029370,3128285,3194177,3176834,3208873
654747,627660,572303,573232,677169,603044,679475,543281
179325,87189,86690,89695,85319,94537,148943,94610
22397,19833,19214,22855,18034,16458,18176,12936
4206942,5095934,4993866,4259715,4720080,3687935,4625025,4656243
16119,9844,9443,11748,10500,17666,13099,8869
18076970,18748524,18682804,18562170,18299745,17796807,18244114,19259514
1211086,1438845,1632793,1277145,1076792,1444392,1253042,1297665
122724,92665,78448,124019,100487,124960,132190,76138
308645,381951,281723,293723,256071,340795,250413,432690
102477,97110,96548,96677,89939,92941,98987,97771
3128,3777,3314,2272,3205,2452,1919,957
104518,112626,102533,125219,123910,120875,129733,101529
77840,110290,62716,115358,62344,71610,69260,72361
1304342299,899838537,261566228,660514011,2168641572,1601104164,1486564672,1571274073
38344,35707,36647,34830,35816,37283,36079,36070
7775870,8843999,3124134,3329659,2951752,7538627,3445113,6221498
6942189,4223148,3660581,2261738,2435178,3129697,1689807,6592448
995998,1015610,1002823,939996,1045371,989104,961187,1060802
420735,487566,489727,468524,575819,491799,573970,556970
65429,76536,87964,59090,60896,70069,66893,124053
561213,566898,535336,461925,421052,395321,443374,392638
251646,227173,27256,26542,22920,27960,22160,23382
6198499,4682153,5117015,5182714,3768593,2489898,2700489,2654185
6309699,5293082,5869125,5872983,3947507,2478378,2278230,2199342
271927,346171,221473,40386,159829,124222,97131,97364
360831,418288,344025,332108,331892,373901,337769,321124
635181,677270,716080,704078,652738,682037,655711,652496
336280,364316,321782,320089,299884,317313,286563,349943
199462,124418,116317,193195,135334,138200,162757,85074
426459,485299,402286,388279,447028,489680,438941,509201
741738,730469,800714,732140,721521,716157,701947,719368
5189768,8007440,7913296,7385181,7723870,6040418,7801162,6872282
1595194,1521642,1690040,1630356,1706941,1545511,1791481,1310694
195633,232212,161128,149301,146986,150494,151472,147159
89015,72274,36168,34714,71835,70033,72001,69817
224865,219556,218796,210050,204938,203278,199878,211261
4780951,5721091,4834863,5587486,5817027,5611806,5695979,5358864
14668057,13644222,15524905,13013438,13881338,13218906,12433274,12036185
21608,14079,16621,15139,16962,14085,20103,16425
91400,94990,82958,90579,98203,93421,90818,94298
345528,415996,328410,386574,422600,451975,387477,352080
2405361,2564010,2543813,2406072,2453676,2516893,2426204,2175388
378856,473719,432092,329989,346537,328151,340300,394925
72195,42655,21372,26712,27249,23718,32131,21150
46681,40177,46141,46758,52103,57498,68074,53949
81721,63524,140645,49987,59190,64456,54493,45166
1053203,892176,909821,872135,862069,908179,873270,881988
92402,90412,84026,96611,84077,91190,97272,88512
5723,5252,6761,6264,7539,7173,8051,7001
799954,1006225,910398,759610,808447,841685,808801,788213
247869,230584,259171,236526,237181,241166,252873,214042
193459,195128,134072,218859,153177,171999,173369,169265
50580,51013,49437,41947,42673,36252,46758,38377
111140,164838,516052,84374,621611,517824,607675,552400
690903,453896,768129,591581,692658,709733,564917,447021
52071,32597,25521,23021,26064,21678,23705,19408
344803,392842,374303,398242,436147,375610,433150,370125
1850268,1970435,1799227,1908833,1975936,1903103,1994360,1647503
143121,27697,23524,23032,21547,26057,25047,18087
99689,82176,109237,96499,121735,97565,114078,90325
93570,121763,123960,136125,152355,163400,139779,151952
175576,156225,147330,162356,151634,154601,157408,188546
33764,34666,41141,39243,37524,29928,44199,35666
68250,103727,78886,91957,100692,98805,71466,75694
88392,31060,121540,26697,28297,19080,15770,30540
989622,906832,918184,831560,752634,773404,930117,826217
1772293,1882245,1805938,1521113,1452109,1635142,1676996,1821025
199806,216705,251526,207066,212514,213033,197046,221689
2452170,2523443,2527852,2428091,2358374,2445049,2475754,2431737
24249891,23710901,24153317,22638088,24153308,23853103,23530424,23208207
1095650,979354,1027091,935219,1020470,978258,960545,992487
822162,824592,701800,737579,752536,733678,747368,552009
993410,988878,980703,932638,996031,948460,981917,999103
1447660,1399544,1436758,1541649,1501498,1414835,1575193,1155241
1538266,1513533,1445718,1364839,1468690,1391346,1434327,1313837
209399,233711,228513,223887,243465,223339,247937,215848
94909,120975,32977,38878,103261,118803,70261,130430
616055,684723,487287,629674,693136,690418,718370,667252
4660,4570,4676,4349,4224,4709,4082,4728
106808,131888,110838,168366,96944,105182,151481,200907
378851,400855,362049,382644,430205,374877,403751,365726
1251865,1307850,1495183,1519207,1529848,1471118,1426293,1380869
820347,883103,717525,794637,807249,678928,805265,721160
192345,156855,199285,179219,206300,201193,176017,196363
28179,25943,16403,21212,21526,21548,21810,16803
297846,344642,249500,288384,314703,257138,277600,305758
226566,240290,261007,267878,277611,235473,260434,258811
38956,38533,22788,22832,22066,22424,21935,17372
7537434,6830106,7143412,7588861,7371958,7345062,7517070,6787212
1361665,1945514,1505848,1699212,1797416,1954424,1664561,1603006
2199315,1832157,1803854,1564876,1608443,897410,762202,865044
78312,92097,88341,88290,82998,73557,97463,93369
114816,156162,143224,201833,194268,177403,200854,181692
179126,188919,179808,187231,194619,188634,197113,163993
28341,116269,91482,91359,34198,40223,103621,108532
24095,21295,23197,12738,18096,15540,13727,13907
47644,58936,68051,69086,81072,52014,82244,72020
42348,43867,51141,52632,51873,43217,48236,52681
1262104,1309452,1305065,1371490,1398656,1438508,1419109,1467821
69022,72764,74554,65311,70038,67387,70145,66116
526034,498209,460406,437617,438882,475289,458436,406865
38676,40940,34227,33940,35315,30292,39788,40848
14939,22791,18789,20130,21202,15778,21726,21921
6199,6260,6060,6514,7194,6284,7088,5687
80607,317225,326702,482019,33711,596527,31902,565194
3603797,3949004,4334255,4235943,4623403,4397921,4267082,4435548
3224478,2888683,3192091,3040056,3068278,2870488,3131783,3240434
144016,154683,147129,161553,160820,167656,178412,147027
58461,58146,22161,19135,18770,21247,26449,22279
125306,120858,113837,118828,131932,124494,114199,118585
70154,94471,71874,53829,55943,59477,70689,55100
27021,26380,16707,13021,19354,21725,24267,18410
8890,7797,4994,6243,9111,8440,6903,10335
20434,17908,18818,15569,19690,16951,15698,7345
142885,119238,148535,190587,104238,125031,97717,77662
50416,45695,54936,64668,62911,64946,61325,67008
1089953,1092572,1167650,1204146,1303764,1192265,1143562,1273577
588273,645420,607844,519573,543752,545231,575871,544860
25347049,26718886,28335296,28051037,27968019,27429095,28159039,27672285
15976,20265,22704,27984,31266,20454,29938,25345
5710080,5243669,5174717,4550669,3940690,3649948,4021251,3979653
159001,159914,205875,357093,157910,240684,174203,204720
440516,458592,390492,420798,408423,443073,421919,376633
56207,66373,64211,60552,62721,48353,40755,61528
1575603,1536056,1577551,1483144,1582034,1574540,1552136,1617630
8624025,9061856,9486417,8877863,9087343,9427885,9479952,9544505
130351,123615,125562,50044,121287,58289,223529,102902
543171,474319,560104,537564,1106517,487962,1038062,140006
742852,849650,921928,843567,982248,1236540,1035152,907806
69962,81784,79875,37412,92726,79163,36952,79429
5830,4763,6135,6317,6914,7924,8210,6250
151934,124686,122640,112784,113761,119984,123868,112413
24725148,24914022,24875091,25644482,26070389,25456056,24931150,25249160
1086115,1064446,992644,1057926,1094226,1042705,1070385,858202
62331,64079,58462,64828,60337,58737,56478,56973
37434,38366,35450,37051,35331,36626,41149,35370
42911,39520,20150,32462,39984,38647,39511,38863
38530,37513,38791,33300,40287,44773,37941,41245
5745,4968,2832,5019,4478,4815,4641,4595
117885,101621,100403,108477,113576,110863,109476,96134
502782,710075,611902,803975,329645,857092,679197,651656
204216,205387,194315,196159,188327,181418,184948,203316
280270,260319,309875,228087,190204,248350,211863,268295
38002,37304,37724,37840,39751,36719,52593,39175
51324,37506,37516,45668,46791,48554,44266,42574
21030,21500,20200,19477,20645,22832,22885,20725
33304,19098,36008,37672,31597,40680,30825,25001
172933,105418,106259,109591,109968,111415,121445,114592
200826,328247,75376,166323,152680,223027,157846,221198
46787,47021,52086,46493,60377,45930,64027,46456
212208,1207051,1036338,1035149,379287,107449,1095773,673262
94741,93149,87515,90512,95477,88181,88471,89918
53144,111567,300089,463272,554905,482659,655951,567303
67977,83893,86247,84299,93415,84637,94276,78967
531743,520362,570891,586995,476250,492031,499345,514259
24942,23963,23614,21928,25748,25633,21443,27935
53736,61312,54858,58290,58635,61867,57381,47233
26120,28664,22970,25534,27215,23044,19228,19800
157046,135045,132500,159052,147119,124485,144382,115059
37991,39100,39214,40925,38267,39380,40170,40982
46258,49630,67514,74780,68065,40917,41808,43640
31496,27950,30428,13300,29535,26843,27039,26326
95633,49471,43029,43618,41405,44170,49105,42322
1353504,1301053,1167946,1042139,1032381,1070775,1160953,1044534
18890,16793,13668,18557,14979,18186,14596,19373
4694088,4510918,4487577,4623487,4561424,4676382,4618078,4623984
47544,68171,62357,70419,69850,67728,67539,74160
121395,103130,116019,109278,103743,111826,111021,113793
128678,52271,61338,188225,241493,240070,212313,250328
5126009,4679754,4788896,4696622,4463361,4545929,5496735,4687503
67974,79618,46588,45806,48144,49723,49394,34716
352054,359134,334882,320172,318289,320217,297689,307605
7913490,8164733,7405819,6863571,6608183,6944881,6734858,6270225
23793,34259,37749,48572,62486,41151,55360,183367
84176,85623,92082,98697,79727,87667,86452,55781
384873,405460,299994,360043,373119,393679,379781,246123
1374098,1364992,1229710,1224243,1449673,1158449,1327960,1167002
769167,784385,810783,783548,729899,775591,757717,845286
937264,1012803,932888,963068,1013877,909815,918905,894374
77755,71876,71319,83972,76890,79338,91990,85335
42725,38734,38314,39017,38694,36339,29903,33619
275402,261494,256658,263506,266693,244094,247712,276912
1033913,1183292,1015125,1183383,1192719,1112239,1181263,1074830
2552095,2627777,2432878,2263825,2086289,1876548,1934411,1914664
619612,940102,848396,833250,403470,504049,600344,682907
820078,921685,781817,859043,922339,859783,772340,869167
33821178,29566694,29217178,26595732,24334267,22154262,23681005,23775143
125407,87857,134360,105048,121668,124796,102599,70934
86531,78406,92378,68674,86277,71796,67096,70260
39726,40880,40318,42273,38083,41317,39952,42006
310344,309794,289139,329380,299488,306699,305199,298415
80638,71403,56103,66958,58099,66762,63329,64567
48104,46939,48878,39113,46343,37878,41584,47552
540114,587155,582176,528999,605922,517794,550653,545948
1875865,2020267,3305163,4872987,5080343,4984568,6054875,6167339
7069870,7205049,6841793,7035843,6740476,7496581,7165547,7244670
1098854,1058545,1036628,1040382,1048841,956648,1014290,972173
1846426,1710570,1727828,1726576,1757116,1902203,1761112,1829851
1679439,1894596,1920703,1658566,1445761,1363427,1260906,1372049
19027,17155,22812,18281,17475,12442,16998,17255
2174381,2271257,2262661,2185595,2130896,2148138,2232661,2284984
467346,472898,391999,424120,498832,411053,420610,445219
260866,274603,265153,260769,254773,257185,267928,269680
442153,452495,438703,375508,460761,405869,415760,383577
6134536,7014355,6684509,6546148,5858994,6023851,5883331,5851702
14659077,14853401,15332192,15299558,14760832,14782281,14962988,14974680
127335,119713,122754,114252,117937,122737,126376,116277
1413287,1283877,1185093,1545948,1269307,1213043,1146599,1403154
858892,786407,677450,828679,751583,629126,764629,643479
70369,77760,91142,71143,75713,75611,88250,63667
395648,428505,404758,369021,548748,376527,328919,358088
387686,574677,539490,920185,480440,2080504,1937905,458800
2526442,2657760,2861143,2676540,2403311,2204030,2387294,2498492
91603,101580,99755,102352,105532,85715,93489,85391
205714,257554,267447,216314,230335,207253,239555,238337
44972,40468,49835,48176,36878,61200,41723,38630
121842,97244,99886,89952,54186,82914,72411,70376
8736668,7973007,8162199,6576112,6149245,6599219,6470592,6601234
723475,820471,780259,879206,812648,760648,792105,737103
27172532,23617777,26893964,24540117,20012512,15190683,14317694,14741239
138663,101470,37058,157968,28664,226396,175181,77525
68064,57968,24065,89038,49215,67655,23124,72800
1712,3350,3471,3966,3347,1738,4571,4282
14233,15857,11442,11918,11538,15795,13329,11687
8578,9538,9613,9817,8095,9010,8468,8420
25787,20995,25812,23711,19270,24959,18143,26925
1711,1783,1636,1358,1532,1508,1611,1399
954803,913899,911920,894029,844707,946638,875101,883492
450581,450810,424993,381976,413680,323155,476686,421137
24451,19898,103967,86860,92390,74438,89354,1813
309318,345023,317960,335873,304820,286296,315877,298007
38469,32357,37700,28283,26150,23067,33685,23866
155096,215153,92414,16551,10438,7264,8548,4255
31266,28884,31611,31700,28784,29106,25615,29618
74848,76416,68774,71477,72831,65178,57585,58978
82851,77476,79677,73799,73734,68376,64808,64384
189209,176236,209718,187474,172138,183531,131542,143620
1128561,693377,963880,1151721,877540,498934,1032345,1070422
106216,100262,80355,78652,87194,76329,73984,91655
3952,3849,4063,3612,3898,4016,4025,3744
5666,4205,4550,3865,4409,4543,4653,4653
47317,55092,44276,46200,47008,47638,44416,48312
29814,29912,19742,27118,21704,29095,21093,19114
7507,7230,7846,10853,7884,7849,7441,8313
4064,3839,4022,3731,3597,3929,3985,3905
6685,7735,5538,5567,3739,5005,7121,4853
50443,45439,40337,42483,41272,38952,43317,44971
21620,20510,10416,13667,13149,12907,12141,6077
150054,183502,114349,142560,106170,155306,109526,359355
642831,662982,606450,536750,580817,505098,567098,535865
77952,78582,50540,51861,61077,63718,57432,43905
273370,252110,261362,242606,240591,254957,238116,244189
5826,5535,5095,5164,5295,5026,5490,5056
45995,48323,56846,48812,57194,55890,60430,46063
828422,759680,791650,817419,829715,717980,766078,755855
69037,67789,61857,75598,68066,75616,74980,53698
43417,40156,34025,30631,41815,42763,28704,33373
52461,34727,38052,32049,37910,36050,32151,22801
4087241,4095163,3645208,3714351,3717663,3868514,3736183,3398712
991768,1010664,943056,888358,892358,876507,916427,962595
22945,22755,21987,22734,22020,26664,22865,25087
287571,296504,431687,204086,185128,223938,164886,124353
967842,974838,898357,964457,962249,936186,944186,923517
154654,171852,165185,183199,211513,163915,193347,170455
96763,82683,87462,84801,82344,76770,89854,79619
133737234,144415753,129575275,112415957,106809199,113544459,110435369,101687416
199220,225944,199758,226511,242225,217115,184737,197835
72237,70304,65183,72906,81907,73471,85010,75309
42857,43861,45331,40463,42676,42092,43627,39580
340506,981942,938172,958935,989096,859573,979231,877006
46816,42668,46171,31206,43814,46725,56625,35685
100547,103212,84702,75142,67128,64280,52939,90779
4213977,8677624,3768013,3683427,5545400,4060743,3843008,4640639
429901,325552,362129,252635,262329,260690,270027,375517
2208563,2070967,1882801,2015461,2253485,1669946,2274730,1710103
141777,139442,155377,1266375,152301,133429,161330,144995
41853,44403,43510,46754,47756,55576,50523,37527
437457,481157,375006,282827,242906,246319,215500,287696
3575825,3404592,3271671,3264661,3111077,3353440,3741124,3459764
1222234,1301090,1358030,1413510,1078136,1238441,1312439,1251932
20348,19394,19665,24818,12189,19238,16614,13877
2550044,2563001,2571028,2544694,2415135,2338416,2155708,2456581
218154,317107,324655,277276,327912,266406,347762,301494
42926,52819,54494,58259,52100,57540,48456,40935
589342,547468,543675,565248,553579,429447,688341,482518
1533071,1344092,2019123,2029383,1994931,1316052,1992392,1670030
318216,328719,578942,401525,179655,297738,349201,361566
41703,39983,38795,39563,37003,39612,37271,39266
18197783,16389704,17110541,14861280,15992081,15139772,15267567,15524280
67015,64358,90842,38004,69618,60557,54391,64394
132127,101786,208064,156110,70906,149448,186620,75756
6975,7352,6328,6660,6579,6915,6620,6585
20439,28523,29029,31341,35429,29461,31969,26983
237950,137845,147327,119345,114708,126513,114253,124690
1431295,1820496,1746748,3427497,791007,1769384,2252329,1908954
348267,364914,191807,319517,183063,135362,363888,399805
366876,445785,452742,395913,346824,360949,426506,379372
3227199,2893780,2824024,2885275,2881689,3120724,2835172,3092431
4997,5054,4990,4774,5337,4694,4588,4675
5375690,5645149,5534647,5143407,4755529,5117333,5222059,4995505
396414,370640,348248,383721,424260,365684,371293,355275
496243,522379,477244,450692,453550,487004,515734,498247
247487,203177,225279,199399,212569,253675,225961,204954
11931052,12001726,12180146,11916831,10361519,10473586,10034386,11567952
46461,91273,104483,79510,83589,84385,91777,73602
109473,101675,111280,105551,103650,104691,109933,96083
1267972,1253444,1243887,1250841,1242762,1322686,1215691,1326375
96916,81502,93466,83172,136728,75351,91305,172443
29857,34134,33401,29739,29375,29197,29123,33322
154098,150989,132425,163236,152005,163255,139192,133816
3168325,2727276,2568729,2344788,2255122,2369528,2134533,2284537
33113,30801,33424,33898,35645,41110,34111,34307
1447021,1173726,1221273,1131957,1281691,1190953,1289313,1253003
16313,14947,14782,25420,33047,21406,19599,18226
32764,46105,50780,52829,59937,47383,56529,47232
35781,33760,31732,30354,30166,36604,30265,30359
418166,494640,602465,625903,566257,594733,536227,575487
105965,123695,97916,92609,143075,129693,100134,102094
19099786,19028521,19937460,18575383,20493664,18782086,19811687,19899550
22697,15906,28955,22118,32761,39217,20445,38387
1068917,990707,1249898,1139307,1199471,1136290,1181295,1077207
145883,156667,148780,132699,149272,158564,145854,152944
276331,229646,231868,230346,253186,247010,234608,250031
154081,196978,118956,262034,236615,229185,197513,199815
786541,1009677,778685,855828,985285,1006854,805604,1019773
19650,20355,18233,22014,16568,18682,20099,18149
174658,234766,212017,216519,200696,183104,208174,193100
4181,5173,3638,3805,3506,4494,3724,5323
17677,19708,12737,16098,13899,16204,12081,9500
854658,797063,847540,838670,855860,823279,753711,764059
37841,33241,29732,35597,36302,25608,35903,33683
446416,422370,544702,537809,557178,536794,601271,645860
584096,511352,594820,640615,661579,567932,568466,454755
727815,717580,686442,692192,735381,720185,678914,646086
44641,42349,51844,42367,52502,48817,56333,41986
542702,542153,521663,473651,454599,498568,521896,442648
140835,137345,129688,142457,151120,129979,131613,115515
118159,113062,96554,122626,98636,110005,101584,78588
766649,700217,759274,779728,747266,734983,745947,583557
14780108,15646815,15563538,16675478,16564184,15885448,16266814,15984618
69563,58678,70309,63896,75621,55615,76186,77778
127065,107972,102346,115084,102603,99916,100916,105346
39409,39080,20034,37783,17698,39642,27474,20889
32051,31969,22017,22719,38215,28513,29984,14250
181985,275754,270354,331573,309271,482558,408922,332647
3746556,3831883,3892254,3717172,3700216,3732707,3810426,3679767
3558588,3304294,3253065,3357932,3200773,3364298,3310173,3306014
121975,113456,115925,128739,147349,138153,143255,103713
23206,35820,28019,40710,39104,29531,57532,45268
193229,167803,176991,197976,190096,193893,211070,125139
243225,232826,230465,222340,224455,224557,255305,249227
52193,46945,45042,45338,47739,45904,49516,50926
9551,11658,12562,11134,10981,11867,13893,10095
78223,78575,64099,66903,68406,64666,70398,75506
229692,234438,282217,287289,308336,259895,275690,250771
48687,55582,45504,49952,50075,49176,46137,49420
102646,111775,98345,99945,80156,77333,106319,67194
13489,13523,18481,21877,17195,16498,21696,17852
12205,10382,8476,7073,9134,12348,8735,8237
57152,55651,61106,43371,60605,68179,60980,60863
21892,23658,14501,22831,19404,22035,19661,15298
149827,127669,148035,169653,162429,153685,162557,176901
17921,48656,19422,45999,34303,37161,43322,28729
29489,24123,30590,21036,27464,27231,26274,28297
545791,281319,236200,495881,552413,526362,562697,640819
47322,49481,58574,66614,59865,50047,69663,62808
909390,832906,880801,909831,873459,927600,954779,956344
1503986,1560507,1553259,1596089,1440431,1455680,1484092,1594209
79590,67238,69777,65821,65913,68554,73059,74278
104636,117409,117871,137863,144165,92800,110436,112502
32820,22218,19120,19895,20297,19314,18698,16291
121095,115563,110400,102835,116912,107387,97141,93844
94053,67337,84913,75617,84153,82975,78333,82872
21853,14048,11484,8675,9017,10415,9510,8076
52226,33552,46773,41399,57278,49856,45055,49637
744604,903184,757892,803733,850083,861515,855991,917396
49772,62311,49835,64509,64154,75602,66624,64830
64892,60290,52757,45737,57685,51265,44160,57504
98485,153845,134934,133336,85801,133152,139951,115411
96331,85648,87092,76434,96061,85957,107286,70557
5616022,5612901,5933481,5728135,5892705,5662124,5666027,5762034
1837608,1851564,1855193,1799834,1823598,1681834,1686099,1721720
2524096,2372792,2664691,2550466,2454178,2508962,2468411,2511760
129433,103876,144620,99958,131553,103839,109276,137783
59410,80119,74443,70343,69633,64445,68602,64268
179746,176764,187306,174888,180902,196171,167301,178774
142685,124475,121639,129805,141099,132512,137866,150509
45191,43514,41191,38300,36313,26162,46000,42900
12615,11795,14154,7937,9630,14465,11191,11491
5948,5327,5139,7050,4810,5261,5125,4803
40392,46637,40324,47938,44544,51691,53461,22883
520070,432067,453712,508733,482195,416262,462725,553697
6316490,6427143,6817444,6498877,6515712,6198214,6483966,6443261
186156,180479,162169,162704,158821,175968,162827,135096
1804503,2467700,2670645,2604299,2272508,2857579,2300833,2409731
3194177,3694097,3655161,3406359,3345543,3165828,3286754,3052729
1363071,1236193,1181795,1134332,1176599,1227450,1155792,1145325
1877526,1925824,1812549,1928065,1886463,1910212,2003607,1967759
56112,2550496,199436,268680,508098,401323,1193564,689058
531236,589506,525101,484743,426655,506874,510725,570185
985870,1072106,1144865,1137426,1143497,1056445,1287617,1234329
55150,57520,56305,53303,52714,53530,54423,52419
18919,19706,17972,17965,16990,19084,17366,18574
2155252,2376995,2285205,2186702,2229984,2113773,2107555,2254325
2272714,2319212,2369523,2229571,2451590,2237673,2277339,2485180
137278,226839,564136,163569,318787,227424,164764,202838
114994,115175,121351,107301,126430,100778,115086,106494
1843500,1391381,1960887,2343137,1924040,994663,1154899,812544
162366,48055,53189,112659,116905,126903,34031,87798
21741,20624,16329,18087,14981,19606,16866,13377
47133,47136,47192,43641,42283,47328,42351,44782
22954,22887,23974,19408,20860,23653,22980,19075
235633,233178,73471,235584,55517,69330,73804,194802
328794,409705,352445,353478,353396,362495,311851,379831
422214,434715,392081,433198,449126,410683,435817,356836
138092,149290,144350,151653,155873,159152,156043,141327
65776,63914,60821,53981,49803,65804,51813,58501
18644,15876,16560,17491,15288,19409,16068,16029
23826,22420,26219,25104,25694,25852,16363,21251
5205469,5181032,4830732,5021617,5047523,5158965,5055262,4474413
334995,261705,243886,181900,290945,266234,275936,305043
302238,496371,374232,189483,178296,166013,67636,146016
785641,762701,786957,743614,723620,752233,771215,789286
36732,36170,27226,40118,34773,30893,30829,31957
283838,321016,273724,284626,277953,263791,273687,250393
550355,544738,562489,572162,506175,536523,536337,545817
364381,406581,382962,378562,422139,371269,422098,394260
272865,245295,253148,247347,223604,245132,284628,245169
239969,248433,234581,226685,245954,223136,243173,203528
114611,113264,103033,75139,97367,95070,94520,92664
40421,54282,48568,45384,53155,52853,60101,48211
499733,524123,524537,510149,522909,487350,544837,528371
520104,503070,557394,624268,550573,610440,607805,514791
31333,32880,30867,31279,31159,32356,29856,28693
446724,407271,445783,448091,421760,398877,445921,435023
138671,147871,163111,845667,193487,179376,197057,911461
44507,45271,48174,45526,52789,47572,53559,45124
42411,39054,37610,46740,39621,40919,42830,25151
240932,337796,514539,322007,411034,191560,243383,254878
82643,116971,80199,113258,45108,101177,67909,89081
33741,34306,32212,33475,51312,36123,32984,32275
37782,46375,50722,48055,48080,38350,37586,49915
46389,46321,43683,55014,45624,45260,44091,43348
478224,683429,527983,435205,529018,459973,475758,468961
798644,1066946,1218389,1092297,1130675,1235077,1409653,1229911
241762,72256,66450,75087,87199,69701,66336,68508
125305,100412,130234,98019,118569,101010,114332,122277
69486,61631,62327,52937,64446,63958,60874,62321
29278,36698,32671,30595,41327,45704,28494,28123
924970,913068,806391,794716,867312,804406,920280,782327
34062,131671,101853,30042,31895,37519,36046,98673
36118,201530,33642,167683,199856,229332,144270,204970
65137,74842,80153,75332,76465,74102,73787,75898
561642,546324,494786,557587,584257,556916,564187,569158
28844,24536,27212,22556,28457,25862,29631,20093
269258,286112,306542,341581,391931,292687,368011,402362
1126495,1075255,998756,1649007,1059704,1007347,1159213,1129094
186522,206246,171932,101045,207637,204804,224074,179727
50732,54119,42389,46879,49333,34118,55074,36870
